sentiment,category,confidence,analysis_source,keywords,review_text
bad,service,0.6,keyword,"ช้า,น้อย,รอ,คิว,ช้า",เห็นใครๆไปเชียงใหม่ก็พูดถึงแต่ร้านนี้ พอมีโอกาสได้มาบ้างจึงตั้งใจที่จะมาลองให้ได้ กลัวสาขาดั้งเดิมคนเยอะลเยมาทานที่ Nim City ซึ่งก็เป็นคล้ายๆ Community Mall ในกรุงเทพ แต่ช้าก่อน ขนาดของร้านโอ้กะจู๋ในโครงการนี้นี่เท่าคฤหาสน์เลย คือใหญ่มาก มีสองชั้น รับลูกค้าได้เยอะสุดๆ ไปช่วงเย็นวันธรรมดา มีคิวเล็กน้อยแต่รอไม่นาน ระหว่างนั้นก็เดินชมรอบร้านเพลินๆได้ มีมุมให้ถ่ายรูปกับรูปปั้นการ์ตูนที่จำล...
bad,service,0.6,keyword,"หอม,เค็ม,รอนาน,แข็ง,รอ",มาทดลองนั่ง BTS สายสีเขียว ห้าแยกลาดพร้าวม. เกษตร พอแวะไปซื้อหมูกรอบนายจิวแล้ว ก็นั่งมาลงสถานีเสนา เดินเข้าซอยไปแวะร้านดัง เจ๊อ้วน หนนี้แปลกใจคิวสั้นลงมาก ปกติจะยาวกว่านี้ก็เลยไม่ต้องรอนาน ซื้อกลับไปทานที่บ้าน หนนี้ไม่ค่อยประทับใจครับเพราะข้าวมันไม่ค่อยหอมและไม่ค่อยมัน ไก่ก็แข็งไปหน่อย น้ำซุปก็เค็มครับ
bad,service,0.6,keyword,"ดี,ช้า,ผิดหวัง,รอ,ช้า",เคยแต่กินปาท่องโก๋กับโจ๊กเป็นอาหารคาว ไม่ก็จิ้มนมข้นกาแฟ วันนี้มาลองของแปลก ปาท่องโก๋ราดหน้าไก่ เสริฟกรอบๆพร้อมน้ำจิัมซีฟู้ด ไอเดียความแปลกใหม่ให้เต็มร้อย แต่รสชาติน้ำราดคงต้องปรับ ไม่เข้มข้นเท่าที่ควร แต่ไม่ผิดหวังกับปาท่องโก๋เลย คนเยอะตั้งแต่แปดโมงเช้า วันนี้มาคนเดียว จัดได้แค่หนึ่ง คราวหน้ามาลองใหม่
good,service,0.6,keyword,"อร่อย,ดี,นุ่ม,แข็ง,รอ",ผัดถั่วแขกต้องยกให้ร้านนี้ อร่อยอันดับ 1 แต่อย่างอื่นเฉยๆ มันทุกจาน แต่ร้านเค้าผัดรสชาติกลมกล่อม เข้าเนื้อทุกจาน หมี่ผัดอร่อยมีทั้ง texture อบบกรอบและแบบนิ่มในจานเดียวแต่ก็ยังมันอยู่ เกี๊ยมฉ่ายผัดกระเพาะ ตัวกระเพาะยังขมอยู่ ตับผัดพริกหวาน มีความนุ่ม ไม่แข็ง ร้านบุญโภชนา 02 237 2764 httpsmaps.app.goo.gl6wVqkE1vLULdd86VA
good,price,0.6,keyword,"ดี,ราคา,ร้าน",นิวคุงได้ไปลองชิมบุฟเฟ่ต์อาหารญี่ปุ่นที่ร้าน TADAIMA สาขา MBK มาครับ เจออะไรหลายๆอย่างเลยเอามารีวิวซะเลย โดยร้านสาขานี้จะตั้งอยู่ที่ชั้น 7 ของห้าง อยู่ใกล้กับโซนโบว์ลิ่ง ภายในร้านกว้างและคนเยอะพอควรเลยทีเดียว ราคาบุฟเฟ่ต์ของที่ร้านจะเริ่มต้นที่ 299 หากเพิ่มอีก 99 จะสามารถกินทุกอย่างในร้านได้เลย ตอนที่ไปกินนั้น บอกตรงๆเลยว่าไม่ประทับใจอย่างมาก เริ่มต้...
good,service,0.6,keyword,"ดี,ชอบ,รอ,คิว,ร้าน",Wine I Love You Mega Bangna Ep 1009 ร้านอาหารอิตาเลียน ไวน์ ไอ เลิฟ ยู สาขา ศูนย์การค้า เมกาบางนา ตั้งอยู่ชั้น G ใกล้กับทางเข้าศูนย์การค้า เมนูอาหารรสชาติดีหลากหลายเมนู ส่วนตัวชอบ ซี่โครงหมูบาร์บีคิว ซี่โครงหมูชิ้นโต ซอสบาร์บีคิวรสเข้ม กริลล์สุกกำลังดี ทานคู่กับเครื่องดื่มเข้ากันดี นั่งชิลล์ ทานเพลิน
good,price,0.6,keyword,"อร่อย,ดี,เค็ม,ราคา",ไปถึงตอนคนไม่มีดีจ๊ายดีจาย มีคอมเม้นท์ก่อนหน้าไว้เเยะเเล้ว วันนี้เเค่จะมาย้ำความอร่อย ราคาน่าทานด้วย ส่วนตัวเเล้วถ้าหมาล่าทั่งอาจต้องเค็มกว่านี้อีกนิดดดดดเนิงละจะเด็ดดวงเพอเฟคเลยค่า ส่วนใครเเพ้ชูรสอาจต้องดูนิดนึงเพราะน่าจะมีชูรสบ้างตามความรู้สึกของคอที่เเเเเเเห้งงงผาก ไม่ว่าจะดื่มน้ำตามเเค่ไหนก็ไม่หาย เเต่ก็ยังอยากไปทานอีกบ่อยๆอยู่ดีเพ...
bad,atmosphere,0.6,keyword,"อร่อย,ดี,น้อย,เค็ม,ดิบ",ไก่ทอดตำนาน50ปี ดีกรีมิชลินไกด์ ทีเด็ดคือกระเทียมเจียว อร่อยมาก! นักท่องเที่ยวต่างชาติแน่นร้าน ตัวร้านมีทั้งห้องแอร์และข้างนอกที่ติดครัว น้องสั่งไก่ทอดเมนูดังแบบครึ่งตัว บวกกระเทียมเจียวเพิ่ม ที่โต๊ะมีน้ำจิ้มไก่รสหวาน และน้ำจิ้มแจ่วให้ด้วย ส่วนตัวน้องว่าเนื้อไก่แห้งไปหน่อย ส่วนตำข้าวโพดไข่เค็ม ออกหวานนำเปรี้ยวตาม เผ็ดน้อยมาก ที่นี่ให้กุ้งมาตัวใหญ่อยู่ วัตถุดิบดีเลย รวมๆ...
bad,price,0.6,keyword,"แพง,ราคา,แพง",ชมนก สูดกลิ่นทะเล ลมพัดตึ่ง ราคาไม่แพง
bad,service,0.6,keyword,"ดี,จืด,รอนาน,พนักงาน,บริการ",ร้านอยู่ที่โซนข้างนอกของห้างเมกะบางนาค่ะ เคยมาทานหลายรอบทั้งกับเพื่อนและครอบครัว คราวนี้บริการและคุณภาพไม่โอเคเลย เดินเข้าร้านมารอนานมากกว่าจะได้เมนู พนักงานดูไม่สนใจลูกค้าเลย เมนูที่สั่งคือ สปาเก็ตตี้ขี้เมาทะเล รสขี้เมาเข้มข้นดีค่ะ สลัดแซลม่อนซอสพอนสึ จืดไปนิดนึง แต่โดยรวมโอเคเลย Egg benedict ไม่ผ่านอย่างแรง ไข่แดงไม่เยิ้ม นี่ไข่ต้มเลยค่ะ เฟลมากๆ ไม่เคยทานร้านไหนแล้วเมนูนี้ไข่แดงเป็นแ...
bad,price,0.6,keyword,"ดี,ช้า,แพง,ช้า,ราคา",ร้านนี้เป็นเพิงเล็กๆ ที่ไม่ธรรมดา อยู่ย่านกำแพงดิน ช้างคลาน ออกตัวก่อนเลย ว่าไม่ได้เมา กินแบบมีสติครบค่ะ ถ้าไม่อยากวุ่นวาย ควรมาสักตอนสี่ทุ่ม เค้าเปิดไวขึ้นละนะคะ ดึกกว่านั้นอาจจะเจอแก้งค์ โวยวาย เพราะเมามาย นะจ้ะ เมนูเด็ดดี ไม่ใช่ไก่ทอด แปลกป่ะ ไม่สั่งอ่ะค่ะ เคยสั่งละ งั้นๆ มันแห้งๆ เลย สั่งอย่างอื่น อย่างแรกเลย เมนูปลาทูทอดตัวใหญ่เต็มอิ่มมาก ราคา ราวๆ ตัวละ 3050 บ ไข่ต้มยางมะตูม ราดน้ำป...
good,atmosphere,0.6,keyword,"อร่อย,สด,หอม,ร้าน",แอ็ด ฟู๊ด ร้านอาหารทะเลสดๆ รสเด็ดที่ไม่ควรพลาด ปลาอินทรีย์สดทอดราดน้ำปลา ปลาชิ้นโตๆ อเมซิ่งกับความใหญ่ของชิ้นปลา เอามาเสริฟนี่ตกใจ คิดว่าเรือหางยาว 5555 ปลาอินทรีย์สดทอด ทานกับน้ำยำที่เสริฟมาคู่กัน อร่อยฟินๆ จานนี้ให้ 8เต็ม10คะแนน กุ้งแช่น้ำปลา กุ้งตัวโต สดมาก เนื้อเด้งสู้ลิ้น กินคู่กับน้ำจิ้มที่ให้มา อร่อยเเซ่บเวอร์ จานนี้ให้คะแนน 8เต็ม10 หอยนางรมสด หอยอวบๆ ขาวๆ เนื้อแน่นๆ กินคู่กับหอมเจีย...
bad,price,0.6,keyword,"สะอาด,แพง,น้อย,ผิดหวัง,บริการ",คราวนี้ผ่านมาเลยแวะชิมอีกครั้ง ร้านเปลี่ยนแปลงจากที่เคยมาเมื่อ 6 ปีก่อนมาก รสชาติอยู่ในเกณฑ์มาตรฐาน แต่ราคาขยับขึ้นมาจนน่ากลัว กุ้งแม่น้ำ 3 ตัวโล ขีดละ 150 บาท จ่ายแพงขึ้นเพื่อบรรยากาศติดแม่น้ำ ให้ชมวิวสบายๆ ลมเย็น ครั้งนี้แอบผิดหวังเล็กๆ กับการบริการ ที่สนใจลูกค้าน้อยลง และสภาพร้านที่เก่าขึ้น แต่สะอาดน้อยลง โดยรวมยังติดใจรสชาติอาหารและบรรย...
good,atmosphere,0.6,keyword,"อร่อย,รอ,ร้าน,โต๊ะ,ซอย",แน่นอนว่าถ้าได้มาหาอะไรอร่อยๆทานย่านยศเส ร้านไอติมหม้อไฟเจ้านี้คงเป็นของหวานปิดท้ายของใครหลายๆคนแน่นอน แล้วเมื่อกุ๊กไก่มาเยือนยศเสทั้งที เราจะพลาดไอติมเจ้าดังเจ้าอร่อยในตำนานไปได้อย่างไรเล่า จัดไปเลยค่ะงานนี้! สำหรับที่ตั้งนะคะ ไอติมหม้อไฟยศเสตั้งอยู่ในซอยยศเสนั่นแหละค่ะ ประมาณกลางๆซอย เดินเข้าซอยมาผ่านร้านสุกี้ชื่อดังทั้งหลาย เลยมาอีกนิดจะเห็นร้านห้องแถวหนึ่งคูหาที่ด้านหน้าเต็มไปด้วยโต๊ะและผู...
good,atmosphere,0.6,keyword,"อร่อย,ดี,ชอบ,สวย,หอม",ร้านนี้อยู่ห่างจากตัวเมืองพอสมควร เปิดแมพมาได้เลยค่ะ เราไปช่วงสายๆ หลังร้านเปิดแป๊บเดียว คนโล่งดีค่ะ สั่งกับข้าวมาหลายอย่าง ชอบสุดจะเป็นต้มแซ่บกระดูกหมูกับห่อหมก แกงเหลืองอร่อยนะ แต่ติดหวานไปหน่อย ปลานึ่งมาคู่กับน้ำพริกและผักก็ดีค่ะ หอมเครื่องเทศชัดเจน ที่พลาดไม่ได้คือข้าว ปกติไม่ค่อยกินข้าว แต่มานี่ต้องสั่งค่ะ ถ่ายรูปสวยมาก 555
bad,service,0.6,keyword,"ช้า,รอ,ช้า,บาท,ร้าน",ตอนแรกไม่ได้คิดว่าจะมาหาอะไรทานแถวทองหล่อเลย แต่เนื่องจากการจราจรติดขัด ผสมกับที่ยังไม่ได้ทานอะไรมาตั้งแต่เช้า ผลสรุปคือเปิดวงในแล้วกดหาร้านอาหารทาน บังเอิญร้านนี้เด้งขึ้นมา สิ่งแรกที่เห็นคือ 314 บาท รีฟิลทุกอย่าง ผมนี่แบบ.... เอาก็เอา ปกติไม่ทานอาหารเกาหลีเนื่องจากไม่ทานเผ็ด รอบนี้ยอมครับอยากลอง แถมเห็นว่าเป็น User Choices ซะด้วย ไหนๆวันนี้ก็ว่างละเลี้ยวเลยละกัน ใครที่จะมาทานร้านนี้ถ้ามาทาง B...
good,price,0.6,keyword,"สด,เร็ว,หอม,นุ่ม,เค็ม",ร้านอยู่ในพื้นที่สถานีเกษตรหลวง ค่าเข้าชม ด้านหน้าทางเข้า คนละ20บาท ร้านเปิด9.00น. ไปเร็วเดินมาชมสวนก่อนได้ไม่ไกลนัก เห็ดหอมสดทอด มาพร้อมกับซอสพริก เห็ดนุ่ม เคี้ยวง่าย ซอสรสออกเปรี้ยว น้ำพริกเผ็ดหอมไข่เค็ม มาพร้อมผักสดและผักลวก รสน้ำพริกเหมือนผัดเห็ดใส่พริกหยวก ไม่มีรสเผ็ดเลย ไข่เค็มผ่าซีกแยกออกมาด้านนอก
good,price,0.6,keyword,"ชอบ,สด,รอ,ราคา,ถูก",กุ้ง ปู ปลา ขนมาหมดทั้งทะเลอ่าวไทย เฮียแกทำหร่อยมาก คนเยอะแบบต้องยืนรอโต๊ะเหมือนเก้าอี้ดนตรีอ่ะ แต่ถ้าใครชอบเงียบๆโรแมนติก ร้านนี้อย่ามาค่ะ คนเยอะนึกว่านั่งกินในร้านโต้รุ่งอ่ะ แต่อาหารสด ราคาถูกขอใช้คำว่าถูกค่ะ
good,service,0.6,keyword,"ดี,ชอบ,รอ,คิว,ถูก",ขอรีวิวอีกครั้งนะครับสำหรับร้าน Shibuya Shabu โดยส่วนตัวแล้วชอบร้านนี้มากๆครับ ติดใจในรสชาติของชาบูและซูชิของที่นี่มากๆครับ ถ้าจะให้ติ ผมขอติแค่ 2 ข้อครับคือ 1.คิวยาวมากกกกกย้ำว่ามากกกกกก ล่าสุดผมรอคิวไปชั่วโมงครึ่ง และเนื่องจากสาขานี้ ไม่ได้อยู่ในห้าง การรอคิวจะไม่มีอะไรให้ทำเลยนอกจากนั่งก้มหน้าก้มตากดโทรศัพท์ 2.น้ำจิ้มมีมาให้แบบเดียว เป็นน้ำจิ้มชาบูของต้นตำหรับ ใครที่ไม่ถูกปากกับน้ำจิ้มแบบ...
good,service,0.6,keyword,"ดี,นุ่ม,ดิบ,เสิร์ฟ,โต๊ะ",Lord Jims at Mandarin Oriental Bangkok บุฟเฟต์ อาหารนานาชาติ มื้อกลางวัน 18002000 มีโต๊ะนั่ง เปิดทุกวัน 11.0014.30 Lunch ไฮโซโบล่า ตีลังกา มาฟาด บุฟเฟ่สุดอลังการคัดสรรวัตถุดิบอย่างดีจากทั่วโลกมาเสิร์ฟให้คุณ ที่ห้องอาหารลอร์ดจิมโรงแรมแมนดารินโอเรียลเต็ลกรุงเทพ บุฟเฟ่ต์นานาชาติ อาหารซิกเนเจอร์ คือ โฟร์การ์ตับห่าน พูดเลยว่าไม่เหมือนใคร ความนุ่มละมุนลิ้นพูดได้เลยว่าฟินมาก ...
good,service,0.6,keyword,"อร่อย,ดี,สวย,นุ่ม,พนักงาน",เราไปช่วงบ่ายวันอาทิตย์ คนเยอะ ต้องรอคิว พนักงานหน้าร้านอัธยาศัยดี การจัดการดี รอไม่นาน เราสั่งข้าวซอยผัดแห้งเนื้อตุ๋น และเกี๊ยวนึ่งโซอิซ๊อส ข้าวซอยผัดจัดจานมาสวยดี รสชาติดี เส้นนุ่ม เนื้อตุ๋นนุ่ม อร่อย ส่วนเกี๊ยวนึ่งเราว่าเฉยๆ
good,atmosphere,0.6,keyword,"อร่อย,ดี,สวย,พนักงาน,ร้าน",ร้านสวยมาก บรรณยากาศดี เงียบสงบมากค่ะ พนักงานใจดีเป็นกันเอง ขนมกับกาแฟก็อร่อยมาก อาหารก็อร่อย มีเมนูให้เลือกหลากหลาย มีที่นั่งทั้งภายในตัวบ้านกับในสวนค่ะ มีมุมสวยๆให้ถ่ายรูปได้เยอะมาก มีที่จอดรถหน้าร้าน หาง่าย
bad,price,0.6,keyword,"แพง,เสิร์ฟ,ราคา,แพง,ร้าน",ร้านขนาด 1 คูหามี 2 ชั้น ภายในร้านตกแต่งเรียบง่ายธรรมดา แอบมีแมลงวันหลายตัว เมนูหลากหลายราคาแพงนิดหน่อย ข้าวมันไก่เสิร์ฟพร้อมถั่วงอกลวกเป็นเอกลักษณ์
good,service,0.6,keyword,"อร่อย,ดี,เยี่ยม,ชอบ,เร็ว",ชอบสั่งเมนูก๋วยจั๊บ เครื่องในไม่เหม็น เกี๊ยวกรอบ หมูกรอบ อร่อยทุกอย่าง คนแน่นร้านช่วงกลางวัน พนักงานเป็นต่างชาติแต่พูดไทยได้ดี เก่งทุกคน เสริฟอาหารเร็ว คิดเงินเร็ว เป็นระบบดีเยี่ยม ที่จอดรถข้างๆร้าน 20 บาท ข้าวหมูแดงหมูกรอบก็อร่อยนะ
good,atmosphere,0.6,keyword,"แนะนำ,รอ,คิว,ร้าน,โต๊ะ",เมื่อช่วงต้นเดือนที่ผ่านมา ไช้และเพื่อน ๆ ชวนกันมาดูไฟที่ศาลาว่าการกรุงเทพฯ ก็เลยตั้งใจจะแวะมามาทานอาหารเย็นกันที่ร้านนี้ สิ่งที่ขอแนะนำสำหรับคนที่ตั้งใจจะแวะมาทานกันที่สาขาถนนดินสอคือ 1 ร้านเปิดตอน 1030 ปิดตอน 2 ทุ่ม ขายจันทร์เสาร์ 2 ร้านนี้ไม่รับจองโต๊ะ ต้องมารอคิวที่หน้าร้าน 3 มีที่จอดรถเสียเงินบริเวณนั้นเหมือนกัน แต่ก็หาที่จอดรถยากเหมือนกัน 4 เมนูฮิตตลอดกาลของที่นี...
good,atmosphere,0.6,keyword,"ดี,สด,สะอาด,ดิบ,ร้าน",ร้านซูชิเล็กๆ ในซอยพญานาค เป็นร้านที่เล็กแต่คนเข้าออกร้านพรึ่บพรับ!!อาหารน่าตาน่ากิน สดสะอาดปลอดภัยหายห่วง แซลมอลเอย ยำแซลมอลเอย ปลาดิบเอย ปลาไหลเอย อู้วว..พูดแล้วน้ำลายไหลอยากไปกินอีกแค่เห็นภาพก็น้ำชายไหชแล้ว รีบเบิ่งรถกันไปเลยดีกว่าา
good,atmosphere,0.6,keyword,"อร่อย,สด,ถูกใจ,หอม,ถูก",ข้าวต้มร้านดัง น้ำซุปหอม หวาน อร่อย เนื้อปลาเก๋าสด กุ้งอบวุ้นเส้น กุ้งตัวใหญ่ เนื้อเด้งมาก ให้วุ้นเส้นเยอะ ใส่เบคอนชิ้นใหญ่ๆ ให้ด้วย ต้มยำน้ำข้น เมนูนี้เฉยๆ ยังไม่ถูกใจเท่าไหร่ หาที่จอดรถได้ริมถนนหน้าร้าน
bad,price,0.6,keyword,"อร่อย,แพง,เค็ม,ราคา,แพง",ร้านนี้ตั้งอยู่ในเมืองเลยค่ะ ที่จอดก็หน้าร้านเลย บรรยากาศที่นี่แบบสไตล์ล้านนามาก ได้ความรู้สึกย้อนยุคเลย อาหารเหนือที่นี่มีหลายเมนูแถมราคายังไม่แพงเลย อย่างไส้อั่วก็ไม่มันมากไป ลาบปลาคั่วก็อร่อยค่ะ แต่ออกเค็มนิดๆ ส่วนน้ำพริกจิ้นหมูไม่ค่อยเผ็ดค่ะ ออกเค็มมากกว่า โดยรวมใช้ได้ค่ะ
bad,price,0.6,keyword,"ดี,น้อย,ดิบ,ราคา,บาท",อาหารบอกเลยว่าราคาตามเรทร้านอาหารเกาหลีเลย รสชาติถือว่าดีนะ อาจจะเพราะวัตถุดิบต่างๆ ลูกชิ้นปลา เส้นบะหมี่ น้ำซุป ซอสนี่ใช้ได้ แต่ขัดใจมากๆคือเครื่องเคียงที่ให้มาน้อยมาก หนึ่งถ้วยมีกิมจิกับถั่วงอก ผิดมาตรฐานอาหารเกาหลีสุดๆ ถ้าอยากได้เพิ่มต้องสั่ง 80 บาท เสียความรู้สึกนะบอกเลย งกไปนะ
bad,service,0.6,keyword,"ผิดหวัง,รอ",รับรอง ไม่ผิดหวัง
bad,price,0.6,keyword,"ดี,แพง,จืด,ราคา,แพง",ร้านอาหารบรรยายกาศไม่ค่อยดีเท่าไหร่ รสชาติของอาหารส่วนใหญ่จืด ไม่จัดจ้านที่ควรจะเป็น แต่ราคาอาหารไม่แพง ถ้าเทียบกับปริมาณที่ได้รับ ที่นี่เป็นร้านซีฟุสจริงๆ เพราะไม่มีของหวานให้สั่งปิดท้ายของมื้อเลย ถ้าจะสั่งก็มีร้านข้างๆที่มีขนมหวาน
good,atmosphere,0.6,keyword,"อร่อย,ดี,ชอบ,ร้าน",แต่ถ้าสำหรับคนที่ชอบลูกชิ้นปลาอาจจะชอบก็ได้นะคะ ส่วนตัวคิดว่าแซว 49 อร่อยกว่าเยอะ เครื่องจัดเต็ม น้ำซุปเข้มข้น อร่อยมากค่ะ แต่ร้านนี้เย็นตาโฟอร่อยดีค่ะ
bad,service,0.6,keyword,"อร่อย,ดี,ช้า,ผิดหวัง,แข็ง",ก๋วยเตี๋ยวต้มยำร้านนี้ดังมาก ถูกกล่าวขานว่าอร่อยขั้นเทพเลยทีเดียว วันรี้เลยไม่รอช้าที่จะไปโดนความจัดจ้านเข้มข้นแต่ว่ากลับต้องผิดหวังกับรสชาติที่ธรรมดามากๆหาทานได้ทั่วๆไปเลย เครื่องก็ไม่ค่อยถึงแถมราคายังแอบแรงด้วยเมื่อเทียบกับปริมาณ ผมสั่งปลากระพงลวกจิ้มก็ใช้ปลาแช่แข็งแบบเนื้อแห้งๆน้ำจิ้มใช้มะนาวขวด โดยรวมคงไม่ไปทานอีกแล้วครับ
bad,price,0.6,keyword,"เค็ม,รอ,ราคา,บาท,ที่นั่ง",มาลอง momo paradise สาขา central bangna ตั้งอยู่ชั้น 6 ข้างโรงหนังเลย ที่นั่งเยอะพอควร สามารถโทรมาจองก่อนได้ ช่วงนี้มีโปร wagyu brisket ที่มีเฉพาะสาขาในห้างเซ็นทรัล กับ ไดฟุกุนมฮอกไกโดถึง 31165 เพิ่มจากราคาเดิมจาก 600 กว่าๆรวม 725 บาทถ้วน ทานได้ 100 นาที รอบนี้มาลองซุปดำและคารามิโสะ ตัวซุปคารามิโสะจะออกเผ็ดนิดๆแต่ติดเค็มรสมิโสะไปหน่อย มาพร้อมน้ำจิ้มคารามิโสะที่ออกเค็มมิโสะเหมือนกัน กับน้ำจิ้ม...
bad,atmosphere,0.6,keyword,"ช้า,รอ,ช้า,ร้าน,ที่นั่ง",ขอเกริ่นก่อนว่า... มาทานร้านนี้ได้เพราะ Wongnai ค่ะ เนื่องจากได้มีโอกาสมาเที่ยวพัทยา กว่าจะฝ่ารถติดมาถึงที่พักก็จวนเย็นแล้วค่ะ พอถึงที่พักที่จองเอาไว้เข้า Check in เก็บสัมภาระเรียบร้อยก็ไม่รอช้า รีบขับรถหาของกินค่ะ ฮ่าๆๆๆๆ ตอนแรกไม่ได้ตั้งใจจะมาทานร้านนี้นะคะ ขับรถไปร้านที่เคยทานคือร้านริมผา แต่พอไปถึงไม่มีที่นั่งค่ะ เนื่องจากเป็นวันหยุด คนจะเยอะกว่าปกติ และเราก็ไม่ได้โทรจองโต๊ะด้วยสิ ด้...
good,service,0.6,keyword,"อร่อย,แนะนำ,เร็ว,รอ,ร้าน",เป็นที่รู้กันในความโด่งดังเรื่องความอร่อยของกุ้งและปูอบวุ้นเส้นร้านนี้มีโอกาสได้ไปกินตอนห้าโมงห้าสิบวันอาทิตย์กว่าอบวุ้นเส้นจะลงก้ออีกหนึ่งชม.สี่สิบนาที แนะนำว่าควรไปถึงร้านห้าโมงเย็นตรงไปเลยจะได้อาหารเร็วกว่านี้แน่นอนค่ะ ระหว่างรอก้อต้องเป็นไปตามสูตรที่ร้านคือสั่งหอยแครงลวกกะหอยแมลงภู่อบกินรอกันไปก่อน แถมข้างข้างร้านยังมีร้านปลาหมึกปิ้งน้ำจิ้มอร่อยให้ทานไปพลางพลางก่อนต้องใช้ความอดทนนิดนึงนะคะแ...
bad,service,0.6,keyword,"แข็ง,รอ,ราคา,ร้าน",พิกัด ตรงข้ามวัดบวรนิเวศน์วรมหาวิหาร ใกล้ร้านก๋วยเตี๋ยวนายง้ำ ไม่ได้ไปซื้อเองจึงไม่รู้ราคาและไม่ได้ทานที่ร้านด้วย ปาท่องโก๋ทอดราดนม กรอบมากแต่ไม่แข็ง ไม่อมน้ำมัน ราดท็อปปิ้งนมหวานๆ ปาท่องโก๋จิ้มนม เราวางทิ้งไว้นานไปหน่อย ความกรอบไม่เท่าแบบราด มีน้ำมันพอสมควร ณ วันที่ 12 ก.ค. 58
good,service,0.6,keyword,"อร่อย,ดี,สด,ดิบ,พนักงาน","ร้าน International Buffet ที่มีทั้งอาหารไทย อีสาน ญี่ปุ่น และ western สั่งเลย อร่อยทุกอย่าง คุณภาพดี ให้เยอะ ซูชิอูนิ,หอยนางรมสด,หอยนางรม,ซาชิมิรวม,กุ้งแม่น้ำเผา,ปลาดิบรวม,วากิวย่าง,ฟังกราส์ซูชิ ข้าวเหนียวมะม่วง,บิงซูบัวลอย ที่จอดรถเยอะ พนักงานบริการดี FB กินเที่ยวไม่ซ้ำ จำที่ไม่ได้"
good,atmosphere,0.6,keyword,"อร่อย,สวย,ร้าน",ของหวานร้านนี้ เป็นอะไรที่หลากหลายมาก มีโรลเค้ก ทาร์ต พุดดิ้ง ไอศครีม ซึ่งจัดแต่งได้สวยงาม เรียบแต่สวยแบบฉบับเค้กญี่ปุ่น โรลเค้กจะเป็นชิ้นใหญ่ๆ ครีมล้นๆ เค้กมันม่วง อร่อยมาก ไม่หวานมาก มันๆ แอปเปิ้ลครัมเบิ้ล เค้าจะอุ่นมา ทานคู่กับไอศครีมวานิลลาเย็นๆ ฟินสุดๆ ยังไงนอกจากไปืานข้าวห่อไข่ ลองสั่งขนมหวานมาทานด้วยนะคะ
good,atmosphere,0.6,keyword,"ดี,คุ้ม,นุ่ม,รอ,คุ้ม",ร้านนี้ถือว่าคุ้มกับการใช้ดีลวงใน ซึ่งได้ ฟรายส์ เบอเกอร์ กับมิลค์เชค โดยเลือกสั่งฟรายส์ทรัฟเฟิล แม้จะไม่ค่อยได้กลิ่นทรัฟเฟิล แต่ทอดได้ดี กรอบนุ่ม ไม่อมน้ำมัน จิ้มกับซอสพริกของทางร้านเองถือว่าดี เบอเกอร์นัมเบอร์วัน มีส่วนประกอบหลายอย่าง ที่สัมผัสได้อย่างแรกคือขนมปังนุ่มมาก ส่วนเนื้อมีกลิ่นสโม้ค texture กำลังดี ยิ่งมีชีสเข้ามาด้วยยิ่งเพิ่มความกลมกล่อม แถมมีผักร็อคเก็ตร้อนแรงช่วยตัดเลี่ยน สุดท...
bad,atmosphere,0.6,keyword,"แข็ง,บรรยากาศ,ร้าน,ซอย",คอไอติมแบบเราๆ ต้องไม่พลาดร้านนี้ สำหรับ ทังฟัน ไอศครีมหม้อไฟ ยศเส พิกัดร้าน ร้านอยู่ในซอยยศเส ใกล้กับ รพ.หัวเฉียวเลยค่ะ บรรยากาศร้าน เราว่า สาขานี้ร้านใหญ่เหมือนกันนะ ร้านมีโซนด้านนอก มีโซฟาให้เราได้นั่งชิลๆ กัน และมีด้านนอกอีกด้วย ร้านมีประมาณ 2 คูหานะคะ เมนู อย่างที่บอกไป ที่ร้านจะเป็นไอติมหม้อไฟ เหมือนหม้อต้มยำเลย แต่ต่างกันตรงเป็นไอติมนี่แหละ และใส่น้ำแข็งเย็น ควันฟ...
good,service,0.6,keyword,"ดี,สะอาด,รอ,คิว,ร้าน",ครั้งแรกกับการไปลองร้านนี้ หลับจากได้อ่านรีวิวจากสมาชิกหลายๆท่าน .... ได้โอกาสเหมาะวันหยุดเลยต้องขอไปลองสักหน่อย ขนาดไปไม่ตรงเวลามื้อเที่ยง คนยังเพียบ ต้องรอคิวกันสักพักนึงเลย ถึงเวลาได้เข้านั่งประจำพื้นที่ เราได้ไปนั่งห้อง VIP ฝั่งของร้านคิงคอง ซึ่งคงเป็นร้านในเครือเดียวกัน พื้นที่ห้องสว่าง สะอาด...
good,atmosphere,0.6,keyword,"สวย,เลิศ,เสิร์ฟ,ราคา,บรรยากาศ",บุฟเฟ่ต์ชวนฝัน ขนมละลานตา บรรยากาศเลิศหรู วิวริมน้ำเจ้าพระยา ราคานานๆมาที แค่จานหลักที่ยกมาเสิร์ฟถึงโต๊ะ Braised lamb shank with gremolata and polenta แกะท่อนโต Salmon teriyaki with garlic rice and sesame ปลาชิ้นใหญ่ ก็อิ่มแปล้ ได้ Mushroom cappuccino with truffle ล้างคอ ตามด้วยนานาขนมหวานไทย ตบท้ายด้วยผลไม้ที่บรรจงแกะสลักอย่างสวยงาม
